id,sequence,domain,response_type,task,choices,response,some_entails_all,similar_experiment,enc_task,task_content,enc_responses,rt,intermediate_responses
RAWZRQTUYR,50,syllogistic,multiple-choice,Some;cyclists;lifeguards/Some;divers;cyclists,All;lifeguards;divers|All;divers;lifeguards|Some;lifeguards;divers|Some;divers;lifeguards|No;lifeguards;divers|No;divers;lifeguards|Some not;lifeguards;divers|Some not;divers;lifeguards|NVC,Some;lifeguards;divers|Some;divers;lifeguards|Some not;lifeguards;divers|Some not;divers;lifeguards,False,False,II2,"['lifeguards', 'cyclists', 'divers']","['iac', 'ica', 'oac', 'oca']",9721,"[{'state': ['iac'], 'rt': 6130}, {'state': ['iac', 'ica'], 'rt': 7277}, {'state': ['iac', 'ica', 'oac'], 'rt': 8973}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 9296}]"
RAWZRQTUYR,51,syllogistic,multiple-choice,No;chemists;potters/No;sailors;potters,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|NVC,No;chemists;sailors|No;sailors;chemists,False,False,EE3,"['chemists', 'potters', 'sailors']","['eac', 'eca']",13145,"[{'state': ['eac'], 'rt': 11180}, {'state': ['eac', 'eca'], 'rt': 12631}]"
RAWZRQTUYR,52,syllogistic,multiple-choice,Some not;cooks;mayors/No;cooks;swimmers,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,No;mayors;swimmers|No;swimmers;mayors,False,False,OE4,"['mayors', 'cooks', 'swimmers']","['eac', 'eca']",11334,"[{'state': ['eac'], 'rt': 10397}, {'state': ['eac', 'eca'], 'rt': 10776}]"
RAWZRQTUYR,53,syllogistic,multiple-choice,Some not;poets;agents/Some not;skaters;agents,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|No;poets;skaters|No;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|NVC,Some;poets;skaters|Some;skaters;poets|Some not;poets;skaters|Some not;skaters;poets,False,False,OO3,"['poets', 'agents', 'skaters']","['iac', 'ica', 'oac', 'oca']",9578,"[{'state': ['iac'], 'rt': 7896}, {'state': ['iac', 'ica'], 'rt': 8403}, {'state': ['iac', 'ica', 'oac'], 'rt': 8833}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 9142}]"
RAWZRQTUYR,54,syllogistic,multiple-choice,All;writers;poets/Some not;writers;singers,All;poets;singers|All;singers;poets|Some;poets;singers|Some;singers;poets|No;poets;singers|No;singers;poets|Some not;poets;singers|Some not;singers;poets|NVC,Some not;poets;singers|Some not;singers;poets,False,False,AO4,"['poets', 'writers', 'singers']","['oac', 'oca']",19696,"[{'state': ['oac'], 'rt': 15530}, {'state': ['oac', 'oca'], 'rt': 16259}]"
RAWZRQTUYR,55,syllogistic,multiple-choice,All;scientists;chefs/All;runners;chefs,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|No;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|NVC,All;scientists;runners|All;runners;scientists,False,False,AA3,"['scientists', 'chefs', 'runners']","['aac', 'aca']",6840,"[{'state': ['aac'], 'rt': 5753}, {'state': ['aac', 'aca'], 'rt': 6091}]"
RAWZRQTUYR,56,syllogistic,multiple-choice,No;sculptors;bakers/Some not;gamblers;bakers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,No;sculptors;gamblers|No;gamblers;sculptors,False,False,EO3,"['sculptors', 'bakers', 'gamblers']","['eac', 'eca']",23192,"[{'state': ['eac'], 'rt': 22078}, {'state': ['eac', 'eca'], 'rt': 22391}]"
RAWZRQTUYR,57,syllogistic,multiple-choice,All;linguists;carpenters/No;divers;linguists,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|NVC,No;carpenters;divers|No;divers;carpenters,False,False,AE2,"['carpenters', 'linguists', 'divers']","['eac', 'eca']",10632,"[{'state': ['eac'], 'rt': 9193}, {'state': ['eac', 'eca'], 'rt': 9812}]"
RAWZRQTUYR,58,syllogistic,multiple-choice,Some not;dancers;editors/Some;editors;scholars,All;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|Some;scholars;dancers|No;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers|NVC,Some not;dancers;scholars|Some not;scholars;dancers,False,False,OI1,"['dancers', 'editors', 'scholars']","['oac', 'oca']",19412,"[{'state': ['oac'], 'rt': 18431}, {'state': ['oac', 'oca'], 'rt': 18917}]"
RAWZRQTUYR,59,syllogistic,multiple-choice,Some not;managers;clerks/All;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,Some not;managers;models|Some not;models;managers,False,False,OA3,"['managers', 'clerks', 'models']","['oac', 'oca']",20200,"[{'state': ['oac'], 'rt': 18629}, {'state': ['oac', 'oca'], 'rt': 19238}]"
RAWZRQTUYR,60,syllogistic,multiple-choice,No;tellers;carpenters/No;tellers;artists,All;carpenters;artists|All;artists;carpenters|Some;carpenters;artists|Some;artists;carpenters|No;carpenters;artists|No;artists;carpenters|Some not;carpenters;artists|Some not;artists;carpenters|NVC,No;carpenters;artists|No;artists;carpenters,False,False,EE4,"['carpenters', 'tellers', 'artists']","['eac', 'eca']",6806,"[{'state': ['eac'], 'rt': 5687}, {'state': ['eac', 'eca'], 'rt': 6083}]"
RAWZRQTUYR,61,syllogistic,multiple-choice,No;chemists;skaters/No;skaters;hikers,All;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|Some;hikers;chemists|No;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists|NVC,No;chemists;hikers|No;hikers;chemists,False,False,EE1,"['chemists', 'skaters', 'hikers']","['eac', 'eca']",15018,"[{'state': ['eac'], 'rt': 14008}, {'state': ['eac', 'eca'], 'rt': 14308}]"
RAWZRQTUYR,62,syllogistic,multiple-choice,Some;boxers;surfers/All;florists;boxers,All;surfers;florists|All;florists;surfers|Some;surfers;florists|Some;florists;surfers|No;surfers;florists|No;florists;surfers|Some not;surfers;florists|Some not;florists;surfers|NVC,Some;surfers;florists|Some;florists;surfers,False,False,IA2,"['surfers', 'boxers', 'florists']","['iac', 'ica']",25261,"[{'state': ['ica'], 'rt': 23668}, {'state': ['iac', 'ica'], 'rt': 24482}]"
RAWZRQTUYR,63,syllogistic,multiple-choice,Some;drivers;writers/No;writers;hikers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|NVC,No;drivers;hikers|No;hikers;drivers,False,False,IE1,"['drivers', 'writers', 'hikers']","['eac', 'eca']",18365,"[{'state': ['eac'], 'rt': 15817}, {'state': ['eac', 'eca'], 'rt': 17890}]"
RAWZRQTUYR,64,syllogistic,multiple-choice,No;novelists;campers/No;joggers;novelists,All;campers;joggers|All;joggers;campers|Some;campers;joggers|Some;joggers;campers|No;campers;joggers|No;joggers;campers|Some not;campers;joggers|Some not;joggers;campers|NVC,No;campers;joggers|No;joggers;campers,False,False,EE2,"['campers', 'novelists', 'joggers']","['eac', 'eca']",4794,"[{'state': ['eac'], 'rt': 3768}, {'state': ['eac', 'eca'], 'rt': 4114}]"
RAWZRQTUYR,65,syllogistic,multiple-choice,Some;assistants;soldiers/No;assistants;barbers,All;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|Some;barbers;soldiers|No;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers|NVC,No;soldiers;barbers|No;barbers;soldiers,False,False,IE4,"['soldiers', 'assistants', 'barbers']","['eac', 'eca']",13550,"[{'state': ['eac'], 'rt': 11509}, {'state': ['eac', 'eca'], 'rt': 13012}]"
RCXVZOSQPQ,1,syllogistic,multiple-choice,No;trainers;chefs/No;bankers;chefs,All;trainers;bankers|All;bankers;trainers|Some;trainers;bankers|Some;bankers;trainers|No;trainers;bankers|No;bankers;trainers|Some not;trainers;bankers|Some not;bankers;trainers|NVC,NVC,False,False,EE3,"['trainers', 'chefs', 'bankers']",['nvc'],25142,"[{'state': ['nvc'], 'rt': 22659}]"
RCXVZOSQPQ,2,syllogistic,multiple-choice,Some not;architects;trainers/Some;designers;architects,All;trainers;designers|All;designers;trainers|Some;trainers;designers|Some;designers;trainers|No;trainers;designers|No;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|NVC,Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers,False,False,OI2,"['trainers', 'architects', 'designers']","['iac', 'ica', 'oac', 'oca']",40760,"[{'state': ['iac'], 'rt': 22640}, {'state': ['iac', 'oac'], 'rt': 31251}, {'state': ['iac', 'ica', 'oac'], 'rt': 36497}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 38639}]"
RCXVZOSQPQ,3,syllogistic,multiple-choice,Some not;tailors;tutors/No;tutors;brewers,All;tailors;brewers|All;brewers;tailors|Some;tailors;brewers|Some;brewers;tailors|No;tailors;brewers|No;brewers;tailors|Some not;tailors;brewers|Some not;brewers;tailors|NVC,NVC,False,False,OE1,"['tailors', 'tutors', 'brewers']",['nvc'],28874,"[{'state': ['nvc'], 'rt': 26840}]"
RCXVZOSQPQ,4,syllogistic,multiple-choice,Some not;actuaries;riders/No;designers;actuaries,All;riders;designers|All;designers;riders|Some;riders;designers|Some;designers;riders|No;riders;designers|No;designers;riders|Some not;riders;designers|Some not;designers;riders|NVC,NVC,False,False,OE2,"['riders', 'actuaries', 'designers']",['nvc'],16285,"[{'state': ['nvc'], 'rt': 8962}]"
RCXVZOSQPQ,5,syllogistic,multiple-choice,All;auditors;cleaners/All;painters;cleaners,All;auditors;painters|All;painters;auditors|Some;auditors;painters|Some;painters;auditors|No;auditors;painters|No;painters;auditors|Some not;auditors;painters|Some not;painters;auditors|NVC,NVC,False,False,AA3,"['auditors', 'cleaners', 'painters']",['nvc'],29145,"[{'state': ['iac'], 'rt': 14237}, {'state': [], 'rt': 25390}, {'state': ['nvc'], 'rt': 27303}]"
RCXVZOSQPQ,6,syllogistic,multiple-choice,No;linguists;students/No;climbers;linguists,All;students;climbers|All;climbers;students|Some;students;climbers|Some;climbers;students|No;students;climbers|No;climbers;students|Some not;students;climbers|Some not;climbers;students|NVC,NVC,False,False,EE2,"['students', 'linguists', 'climbers']",['nvc'],13144,"[{'state': ['nvc'], 'rt': 8693}]"
RCXVZOSQPQ,7,syllogistic,multiple-choice,Some;jugglers;farmers/No;jugglers;gamblers,All;farmers;gamblers|All;gamblers;farmers|Some;farmers;gamblers|Some;gamblers;farmers|No;farmers;gamblers|No;gamblers;farmers|Some not;farmers;gamblers|Some not;gamblers;farmers|NVC,No;farmers;gamblers,False,False,IE4,"['farmers', 'jugglers', 'gamblers']",['eac'],23935,"[{'state': ['eca'], 'rt': 12764}, {'state': ['eac', 'eca'], 'rt': 14578}, {'state': ['eac'], 'rt': 16508}]"
RCXVZOSQPQ,8,syllogistic,multiple-choice,No;potters;chemists/Some not;sailors;potters,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|NVC,NVC,False,False,EO2,"['chemists', 'potters', 'sailors']",['nvc'],13110,"[{'state': ['nvc'], 'rt': 10935}]"
RCXVZOSQPQ,9,syllogistic,multiple-choice,All;clerks;managers/Some not;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|No;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers|NVC,Some;managers;models|Some;models;managers|Some not;models;managers,False,False,AO2,"['managers', 'clerks', 'models']","['iac', 'ica', 'oca']",62834,"[{'state': ['ica'], 'rt': 39356}, {'state': ['ica', 'oca'], 'rt': 43094}, {'state': ['iac', 'ica', 'oca'], 'rt': 50746}]"
RCXVZOSQPQ,10,syllogistic,multiple-choice,All;actors;lawyers/All;swimmers;actors,All;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|Some;swimmers;lawyers|No;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers|NVC,All;lawyers;swimmers|All;swimmers;lawyers,False,False,AA2,"['lawyers', 'actors', 'swimmers']","['aac', 'aca']",34527,"[{'state': ['aac'], 'rt': 26859}, {'state': ['aac', 'aca'], 'rt': 32714}]"
RCXVZOSQPQ,11,syllogistic,multiple-choice,Some;secretaries;agents/No;brokers;agents,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|NVC,NVC,False,False,IE3,"['secretaries', 'agents', 'brokers']",['nvc'],21863,"[{'state': ['nvc'], 'rt': 19684}]"
RCXVZOSQPQ,12,syllogistic,multiple-choice,No;surfers;boxers/Some;boxers;florists,All;surfers;florists|All;florists;surfers|Some;surfers;florists|Some;florists;surfers|No;surfers;florists|No;florists;surfers|Some not;surfers;florists|Some not;florists;surfers|NVC,NVC,False,False,EI1,"['surfers', 'boxers', 'florists']",['nvc'],15901,"[{'state': ['nvc'], 'rt': 13587}]"
RCXVZOSQPQ,13,syllogistic,multiple-choice,All;counselors;riders/All;counselors;joggers,All;riders;joggers|All;joggers;riders|Some;riders;joggers|Some;joggers;riders|No;riders;joggers|No;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|NVC,NVC,False,False,AA4,"['riders', 'counselors', 'joggers']",['nvc'],17993,"[{'state': ['nvc'], 'rt': 15969}]"
RCXVZOSQPQ,14,syllogistic,multiple-choice,Some;athletes;lawyers/Some not;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|NVC,NVC,False,False,IO2,"['lawyers', 'athletes', 'hunters']",['nvc'],15718,"[{'state': ['nvc'], 'rt': 13579}]"
RCXVZOSQPQ,15,syllogistic,multiple-choice,Some;nurses;actors/No;actors;drillers,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|NVC,NVC,False,False,IE1,"['nurses', 'actors', 'drillers']",['nvc'],13553,"[{'state': ['nvc'], 'rt': 12733}]"
RCXVZOSQPQ,16,syllogistic,multiple-choice,Some not;soldiers;assistants/Some not;assistants;barbers,All;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|Some;barbers;soldiers|No;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers|NVC,NVC,False,False,OO1,"['soldiers', 'assistants', 'barbers']",['nvc'],17636,"[{'state': ['nvc'], 'rt': 14303}]"
RCXVZOSQPQ,17,syllogistic,multiple-choice,All;painters;teachers/Some;plumbers;painters,All;teachers;plumbers|All;plumbers;teachers|Some;teachers;plumbers|Some;plumbers;teachers|No;teachers;plumbers|No;plumbers;teachers|Some not;teachers;plumbers|Some not;plumbers;teachers|NVC,Some;teachers;plumbers|Some;plumbers;teachers|Some not;teachers;plumbers|Some not;plumbers;teachers,False,False,AI2,"['teachers', 'painters', 'plumbers']","['iac', 'ica', 'oac', 'oca']",42887,"[{'state': ['ica'], 'rt': 16628}, {'state': ['ica', 'oca'], 'rt': 17484}, {'state': ['iac', 'ica', 'oca'], 'rt': 40029}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 40826}]"
RCXVZOSQPQ,18,syllogistic,multiple-choice,Some not;poets;skaters/All;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|No;poets;miners|No;miners;poets|Some not;poets;miners|Some not;miners;poets|NVC,NVC,False,False,OA3,"['poets', 'skaters', 'miners']",['nvc'],9391,"[{'state': ['nvc'], 'rt': 7297}]"
RCXVZOSQPQ,19,syllogistic,multiple-choice,Some not;tutors;packers/Some not;butchers;tutors,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|No;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|NVC,NVC,False,False,OO2,"['packers', 'tutors', 'butchers']",['nvc'],7975,"[{'state': ['nvc'], 'rt': 5888}]"
RCXVZOSQPQ,20,syllogistic,multiple-choice,All;agents;poets/No;agents;skaters,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|No;poets;skaters|No;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|NVC,No;poets;skaters|No;skaters;poets,False,False,AE4,"['poets', 'agents', 'skaters']","['eac', 'eca']",23448,"[{'state': ['eca'], 'rt': 13336}, {'state': ['eac', 'eca'], 'rt': 16276}]"
RCXVZOSQPQ,21,syllogistic,multiple-choice,Some;lifeguards;cyclists/Some;divers;cyclists,All;lifeguards;divers|All;divers;lifeguards|Some;lifeguards;divers|Some;divers;lifeguards|No;lifeguards;divers|No;divers;lifeguards|Some not;lifeguards;divers|Some not;divers;lifeguards|NVC,NVC,False,False,II3,"['lifeguards', 'cyclists', 'divers']",['nvc'],11220,"[{'state': ['nvc'], 'rt': 9354}]"
RCXVZOSQPQ,22,syllogistic,multiple-choice,Some not;campers;engineers/Some;fencers;engineers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|No;campers;fencers|No;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|NVC,NVC,False,False,OI3,"['campers', 'engineers', 'fencers']",['nvc'],7333,"[{'state': ['nvc'], 'rt': 6453}]"
RCXVZOSQPQ,23,syllogistic,multiple-choice,All;golfers;scientists/Some not;golfers;workers,All;scientists;workers|All;workers;scientists|Some;scientists;workers|Some;workers;scientists|No;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists|NVC,Some not;scientists;workers,False,False,AO4,"['scientists', 'golfers', 'workers']",['oac'],18246,"[{'state': ['oac'], 'rt': 13521}]"
RCXVZOSQPQ,24,syllogistic,multiple-choice,Some;waiters;managers/No;brokers;waiters,All;managers;brokers|All;brokers;managers|Some;managers;brokers|Some;brokers;managers|No;managers;brokers|No;brokers;managers|Some not;managers;brokers|Some not;brokers;managers|NVC,NVC,False,False,IE2,"['managers', 'waiters', 'brokers']",['nvc'],33632,"[{'state': ['nvc'], 'rt': 32670}]"
RCXVZOSQPQ,25,syllogistic,multiple-choice,Some;analysts;counselors/Some;counselors;opticians,All;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|Some;opticians;analysts|No;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts|NVC,Some;analysts;opticians|Some;opticians;analysts,False,False,II1,"['analysts', 'counselors', 'opticians']","['iac', 'ica']",29149,"[{'state': ['ica'], 'rt': 24953}, {'state': ['iac', 'ica'], 'rt': 25750}]"
RCXVZOSQPQ,26,syllogistic,multiple-choice,All;tailors;pilots/All;pilots;singers,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|No;tailors;singers|No;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|NVC,All;tailors;singers|All;singers;tailors,False,False,AA1,"['tailors', 'pilots', 'singers']","['aac', 'aca']",18875,"[{'state': ['aca'], 'rt': 15616}, {'state': ['aac', 'aca'], 'rt': 16406}]"
RCXVZOSQPQ,27,syllogistic,multiple-choice,No;cyclists;students/All;cyclists;buyers,All;students;buyers|All;buyers;students|Some;students;buyers|Some;buyers;students|No;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students|NVC,No;students;buyers|No;buyers;students,False,False,EA4,"['students', 'cyclists', 'buyers']","['eac', 'eca']",14198,"[{'state': ['eac'], 'rt': 9014}, {'state': ['eac', 'eca'], 'rt': 9799}]"
RCXVZOSQPQ,28,syllogistic,multiple-choice,Some;dentists;lifeguards/Some not;dentists;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|NVC,NVC,False,False,IO4,"['lifeguards', 'dentists', 'plumbers']",['nvc'],8030,"[{'state': ['nvc'], 'rt': 6031}]"
RCXVZOSQPQ,29,syllogistic,multiple-choice,Some not;analysts;novelists/Some not;travelers;novelists,All;analysts;travelers|All;travelers;analysts|Some;analysts;travelers|Some;travelers;analysts|No;analysts;travelers|No;travelers;analysts|Some not;analysts;travelers|Some not;travelers;analysts|NVC,NVC,False,False,OO3,"['analysts', 'novelists', 'travelers']",['nvc'],8205,"[{'state': ['nvc'], 'rt': 7447}]"
RCXVZOSQPQ,30,syllogistic,multiple-choice,Some not;carpenters;linguists/All;linguists;divers,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|NVC,Some not;carpenters;divers|Some not;divers;carpenters,False,False,OA1,"['carpenters', 'linguists', 'divers']","['oac', 'oca']",14454,"[{'state': ['oca'], 'rt': 11005}, {'state': ['oac', 'oca'], 'rt': 12206}]"
RCXVZOSQPQ,31,syllogistic,multiple-choice,Some not;editors;dancers/Some;editors;scholars,All;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|Some;scholars;dancers|No;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers|NVC,NVC,False,False,OI4,"['dancers', 'editors', 'scholars']",['nvc'],10048,"[{'state': ['nvc'], 'rt': 9250}]"
RCXVZOSQPQ,32,syllogistic,multiple-choice,All;farmers;assistants/Some;scholars;assistants,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|NVC,Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers,False,False,AI3,"['farmers', 'assistants', 'scholars']","['iac', 'ica', 'oac', 'oca']",19006,"[{'state': ['ica'], 'rt': 7517}, {'state': ['iac', 'ica'], 'rt': 13040}, {'state': ['iac', 'ica', 'oca'], 'rt': 15388}, {'state': ['iac', 'ica', 'oac', 'oca'], 'rt': 15988}]"
RCXVZOSQPQ,34,syllogistic,multiple-choice,No;porters;judges/Some;porters;brewers,All;judges;brewers|All;brewers;judges|Some;judges;brewers|Some;brewers;judges|No;judges;brewers|No;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|NVC,NVC,False,False,EI4,"['judges', 'porters', 'brewers']",['nvc'],19217,"[{'state': ['nvc'], 'rt': 18207}]"
RCXVZOSQPQ,35,syllogistic,multiple-choice,No;carpenters;tellers/No;tellers;artists,All;carpenters;artists|All;artists;carpenters|Some;carpenters;artists|Some;artists;carpenters|No;carpenters;artists|No;artists;carpenters|Some not;carpenters;artists|Some not;artists;carpenters|NVC,NVC,False,False,EE1,"['carpenters', 'tellers', 'artists']",['nvc'],11695,"[{'state': ['nvc'], 'rt': 10643}]"
RCXVZOSQPQ,36,syllogistic,multiple-choice,Some not;tellers;doctors/No;tellers;climbers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|No;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|NVC,Some;doctors;climbers|Some;climbers;doctors,False,False,OE4,"['doctors', 'tellers', 'climbers']","['iac', 'ica']",26447,"[{'state': ['ica'], 'rt': 24374}, {'state': ['iac', 'ica'], 'rt': 25447}]"
RCXVZOSQPQ,37,syllogistic,multiple-choice,Some;actors;painters/Some not;workers;painters,All;actors;workers|All;workers;actors|Some;actors;workers|Some;workers;actors|No;actors;workers|No;workers;actors|Some not;actors;workers|Some not;workers;actors|NVC,NVC,False,False,IO3,"['actors', 'painters', 'workers']",['nvc'],13212,"[{'state': ['nvc'], 'rt': 12189}]"
RCXVZOSQPQ,38,syllogistic,multiple-choice,All;teachers;golfers/No;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|NVC,No;teachers;bankers|No;bankers;teachers,False,False,AE1,"['teachers', 'golfers', 'bankers']","['eac', 'eca']",17841,"[{'state': ['eac'], 'rt': 14175}, {'state': ['eac', 'eca'], 'rt': 15066}]"
RCXVZOSQPQ,39,syllogistic,multiple-choice,Some not;climbers;secretaries/Some not;climbers;fencers,All;secretaries;fencers|All;fencers;secretaries|Some;secretaries;fencers|Some;fencers;secretaries|No;secretaries;fencers|No;fencers;secretaries|Some not;secretaries;fencers|Some not;fencers;secretaries|NVC,NVC,False,False,OO4,"['secretaries', 'climbers', 'fencers']",['nvc'],11108,"[{'state': ['nvc'], 'rt': 10219}]"
RCXVZOSQPQ,40,syllogistic,multiple-choice,All;sculptors;bakers/No;gamblers;bakers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|NVC,No;sculptors;gamblers|No;gamblers;sculptors,False,False,AE3,"['sculptors', 'bakers', 'gamblers']","['eac', 'eca']",30177,"[{'state': ['eca'], 'rt': 10762}, {'state': ['eac', 'eca'], 'rt': 11513}]"
RCXVZOSQPQ,41,syllogistic,multiple-choice,No;cooks;mayors/Some not;cooks;swimmers,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|NVC,Some not;swimmers;mayors,False,False,EO4,"['mayors', 'cooks', 'swimmers']",['oca'],29795,"[{'state': ['nvc'], 'rt': 10110}, {'state': ['oca'], 'rt': 27658}]"
RCXVZOSQPQ,42,syllogistic,multiple-choice,No;cooks;nurses/All;painters;cooks,All;nurses;painters|All;painters;nurses|Some;nurses;painters|Some;painters;nurses|No;nurses;painters|No;painters;nurses|Some not;nurses;painters|Some not;painters;nurses|NVC,No;nurses;painters|No;painters;nurses,False,False,EA2,"['nurses', 'cooks', 'painters']","['eac', 'eca']",16573,"[{'state': ['eca'], 'rt': 12853}, {'state': ['eac', 'eca'], 'rt': 13414}]"
RCXVZOSQPQ,43,syllogistic,multiple-choice,Some not;potters;sculptors/All;potters;miners,All;sculptors;miners|All;miners;sculptors|Some;sculptors;miners|Some;miners;sculptors|No;sculptors;miners|No;miners;sculptors|Some not;sculptors;miners|Some not;miners;sculptors|NVC,Some not;sculptors;miners|Some not;miners;sculptors,False,False,OA4,"['sculptors', 'potters', 'miners']","['oac', 'oca']",21011,"[{'state': ['oca'], 'rt': 18207}, {'state': ['oac', 'oca'], 'rt': 18979}]"
RCXVZOSQPQ,44,syllogistic,multiple-choice,No;poets;waiters/Some not;cashiers;waiters,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|No;poets;cashiers|No;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|NVC,NVC,False,False,EO3,"['poets', 'waiters', 'cashiers']",['nvc'],18886,"[{'state': ['nvc'], 'rt': 17825}]"
